driver_nationality,age_at_first_race,driver_first_place_count,driver_second_place_count,driver_third_place_count,driver_top_5_place_count,constructorName,constructor_nationality,constructor_first_place_count,constructor_second_place_count,constructor_third_place_count,constructor_top_5_place_count,best_performing_circuit_name,min_lap_time_diff,avg_lap_time_diff,max_lap_time_diff,median_lap_position,min_pit_stop_time,avg_pit_time,max_pit_stop_time,most_common_pitstop_lap,most_common_starting_position,most_common_ending_position
Belgian,thirty-two,zero,zero,zero,zero,Ferrari,Italian,seven,thirteen,six,thirty-five,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Lola,British,zero,zero,zero,two,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-eight,zero,zero,zero,zero,Scirocco,British,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Scirocco,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,twenty-eight,zero,zero,zero,zero,De Tomaso,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-five,zero,zero,zero,zero,Lotus-BRM,British,zero,zero,zero,zero,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,Lotus-Climax,British,eleven,thirty-five,zero,forty-six,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,fifty-two,zero,zero,zero,zero,Lotus-Borgward,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-nine,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,zero,ten,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-five,zero,zero,zero,zero,De Tomaso-Ferrari,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,twenty-five,zero,zero,zero,zero,Lotus-BRM,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-nine,zero,zero,zero,zero,Lotus-Maserati,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,thirty-seven,zero,zero,zero,zero,Stebro,Canadian,zero,zero,zero,zero,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Lotus-BRM,British,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Dutch,twenty-two,zero,zero,zero,zero,Stebro,Canadian,zero,zero,zero,zero,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-three,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,seven,fifty-six,Autódromo Hermanos Rodríguez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,eighteen,zero,zero,zero,zero,Lotus-Climax,British,eleven,thirty-five,zero,forty-six,Autódromo Hermanos Rodríguez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,BRM,British,six,zero,five,twenty-one,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Mexican,nineteen,zero,zero,zero,zero,Ferrari,Italian,seven,thirteen,six,thirty-one,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
German,twenty-seven,zero,zero,zero,zero,Emeryson,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Dutch,twenty-six,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Dutch,thirty-three,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,BRM,British,six,zero,five,twenty-one,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
British,twenty-five,zero,zero,zero,zero,BRM,British,six,zero,five,twenty-one,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,thirty-two,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
British,twenty-six,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-seven,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
New Zealander,twenty-five,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-one,zero,zero,zero,zero,Gilby,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,thirty-five,zero,zero,zero,zero,Porsche,German,zero,zero,five,seventeen,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-eight,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-six,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,seven,fifty,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
South African,twenty-five,zero,zero,zero,zero,BRM,British,six,zero,five,twenty-one,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,twenty-three,zero,zero,zero,zero,Cooper-Alfa Romeo,British,zero,zero,zero,zero,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Rhodesian,twenty-five,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
South African,forty-two,zero,zero,zero,zero,Lotus-Climax,British,zero,thirty-five,zero,thirty-five,Prince George Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-six,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,twenty-five,zero,zero,zero,zero,Porsche,German,zero,zero,five,eight,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,twenty-seven,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-seven,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,thirty-two,zero,zero,zero,zero,Ferrari,Italian,seven,thirteen,six,twenty-six,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-five,zero,zero,zero,zero,De Tomaso-Osca,Italian,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,thirty-four,zero,zero,zero,zero,JBW,British,zero,zero,zero,one,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,twenty-seven,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,forty,zero,zero,zero,zero,Ferguson,British,zero,zero,zero,zero,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,twenty-six,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,zero,ten,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,twenty-seven,zero,zero,zero,zero,MBM,Swiss,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Italian,twenty-eight,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,zero,ten,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
British,thirty-eight,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,forty-three,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American-Italian,forty,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,forty-three,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-one,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,forty-three,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Canadian,twenty-one,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,forty-three,zero,zero,zero,zero,Lotus-Climax,British,zero,seventeen,zero,seventeen,Watkins Glen,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,thirty-nine,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,zero,ten,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,twenty-six,zero,zero,zero,zero,Team Lotus,British,zero,ten,zero,seventeen,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Argentine,forty-one,zero,zero,zero,zero,Cooper-Maserati,British,zero,zero,zero,ten,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-two,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,Team Lotus,British,zero,ten,zero,seventeen,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Venezuelan,thirty-nine,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Spanish,thirty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
British,twenty-two,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,twenty-eight,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,twenty-eight,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-seven,zero,zero,zero,zero,Scarab,American,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Scarab,American,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
American,twenty-two,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-nine,zero,zero,zero,zero,Phillips,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-one,zero,zero,zero,zero,Lesovsky,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Trevis,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Meskowski,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Trevis,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,thirty-two,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty-seven,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Meskowski,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-eight,zero,zero,zero,zero,Christensen,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Ewing,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,twenty-eight,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-four,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-three,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-nine,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Epperly,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-six,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-eight,zero,zero,zero,zero,Ewing,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty-one,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
British,twenty-five,zero,zero,zero,zero,Team Lotus,British,zero,ten,zero,seventeen,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-one,zero,zero,zero,zero,Team Lotus,British,zero,ten,zero,seventeen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
British,twenty-nine,zero,zero,zero,zero,Team Lotus,British,zero,ten,zero,seventeen,Aintree,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-five,zero,zero,zero,zero,Cooper-Castellotti,British,zero,zero,zero,two,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-four,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,twenty-eight,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,twenty-eight,zero,zero,zero,zero,Behra-Porsche,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 5
British,forty-five,zero,zero,zero,zero,Cooper-Climax,British,twenty-eight,zero,zero,twenty-eight,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-one,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Riverside International Raceway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-four,zero,zero,zero,zero,Cooper-Borgward,British,zero,zero,zero,three,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Belgian,thirty-seven,zero,zero,zero,zero,Cooper-Climax,British,fourteen,zero,zero,fourteen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
Italian,thirty-two,zero,zero,zero,zero,Porsche,German,zero,zero,zero,three,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,thirty-six,zero,zero,zero,zero,Cooper-Climax,British,fourteen,zero,zero,fourteen,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Monegasque,thirty-two,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,twenty-two,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-nine,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-three,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty,zero,zero,zero,zero,Kuzma,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty,zero,zero,zero,zero,Elder,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-six,zero,zero,zero,zero,Christensen,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-two,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,twelve,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
